sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	dam_id	dam_institute	date_of_birth	depth	depth_m	description	diet	dna_extracted	dragon_name	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_condition	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	medication_antibiotics	notes	physical_specimen_location	physical_specimen_remaining	place_of_birth	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rearing	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sire_id	sire_institute	title	weight_at_birth	weight_unit	zoo_animal_id
1747.DZF.6202012.RJ.glass.window		years	0.0	DZF.6202012.RJ.glass.window				2012-06-25	GAZ:United States of America				0	0	Raja glass window		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.log		years	0.0	DZF.6202012.RJ.log				2012-06-29	GAZ:United States of America				0	0	Raja log		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	wood	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.metal.door.on.N.side		years	0.0	DZF.6202012.RJ.metal.door.on.N.side				2012-06-24	GAZ:United States of America				0	0	Raja metal door on N side		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.metal.entry.door		years	0.0	DZF.6202012.RJ.metal.entry.door				2012-06-27	GAZ:United States of America				0	0	Raja metal entry door		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.plant		years	0.0	DZF.6202012.RJ.plant				2012-06-20	GAZ:United States of America				0	0	Raja Plant		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	wood	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.rock.wall		years	0.0	DZF.6202012.RJ.rock.wall				2012-06-22	GAZ:United States of America				0	0	Raja Rock Wall		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.soil		years	0.0	DZF.6202012.RJ.soil				2012-06-26	GAZ:United States of America				0	0	Raja soil		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	urban biome	animal-associated habitat	soil	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Soil (non-saline)	1747		organismal metagenomes	410656	Soil (non-saline)	soil metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.soil.under.basking.site		years	0.0	DZF.6202012.RJ.soil.under.basking.site				2012-06-30	GAZ:United States of America				0	0	Raja soil under basking site		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	urban biome	animal-associated habitat	soil	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Soil (non-saline)	1747		organismal metagenomes	410656	Soil (non-saline)	soil metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6252012.A.concrete.wall		years	0.0	DZF.6252012.A.concrete.wall				2012-06-25	GAZ:United States of America				0	0	Anika concrete wall		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6252012.A.log		years	0.0	DZF.6252012.A.log				2012-06-25	GAZ:United States of America				0	0	Anika log		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Plant surface	plant metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6252012.A.metal.wall		years	0.0	DZF.6252012.A.metal.wall				2012-06-25	GAZ:United States of America				0	0	Anika metal wall		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6252012.A.plastic.hide.box		years	0.0	DZF.6252012.A.plastic.hide.box				2012-06-25	GAZ:United States of America				0	0	Anika plastic hide box		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6252012.A.shipping.box		years	0.0	DZF.6252012.A.shipping.box				2012-06-25	GAZ:United States of America				0	0	Anika shipping box		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6252012.A.water.bowl		years	0.0	DZF.6252012.A.water.bowl				2012-06-25	GAZ:United States of America				0	0	Anika water bowl		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Water (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6272012.KK.concrete.wall		years	0.0	DZF.6272012.KK.concrete.wall				2012-06-27	GAZ:United States of America				0	0	Kristika concrete wall		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6272012.KK.feces		years	0.0	DZF.6272012.KK.feces	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-27	GAZ:United States of America				0	0	Kristika feces		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6272012.KK.log		years	0.0	DZF.6272012.KK.log				2012-06-27	GAZ:United States of America				0	0	Kristika log		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Plant surface	plant metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6272012.KK.metal.wall		years	0.0	DZF.6272012.KK.metal.wall				2012-06-27	GAZ:United States of America				0	0	Kristika metal wall		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6272012.KK.mulch.substrate		years	0.0	DZF.6272012.KK.mulch.substrate				2012-06-27	GAZ:United States of America				0	0	Kristika mulch substrate		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Plant surface	plant metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6272012.KK.plastic.hide.tub		years	0.0	DZF.6272012.KK.plastic.hide.tub				2012-06-27	GAZ:United States of America				0	0	Kristika plastic hide tub		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6272012.shipping.crate		years	0.0	DZF.6272012.shipping.crate				2012-06-27	GAZ:United States of America				0	0	Kristika shipping crate		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
